state,oas_cahps_measure_id,oas_cahps_question,oas_cahps_answer_description,oas_cahps_answer_percent,oas_cahps_answer_percent_footnote,start_date,end_date
WA,O_COMP_1_YS_S,"Patients who reported ""somewhat"" that the facility was clean, and staff were helpful and respectful","Facility was ""somewhat"" clean and staff were ""somewhat"" helpful and respectful",3,,04/01/2024,03/31/2025
WA,O_COMP_2_N_S,"Patients who reported that staff ""did not"" give them clear and complete information about their procedure","Facility and staff ""did not"" communicate well to the patient about their procedure",1,,04/01/2024,03/31/2025
WA,O_COMP_2_YD_S,"Patients who reported that staff ""definitely"" gave them clear and complete information about their procedure","Facility and staff ""definitely"" communicated well to the patient about their procedure",93,,04/01/2024,03/31/2025
WA,O_COMP_2_YS_S,"Patients who reported that staff ""somewhat"" gave them clear and complete information about their procedure","Facility and staff ""somewhat"" communicated well to the patient about their procedure",6,,04/01/2024,03/31/2025
WA,O_COMP_3_N_S,"Patients who reported that staff ""did not"" give them written information and prepared them for recovery","Facility and staff ""did not"" prepare patients for discharge",1,,04/01/2024,03/31/2025
WA,O_COMP_3_YD_S,"Patients who reported that staff ""definitely"" gave them written information and prepared them for recovery","Facility and staff ""definitely"" prepared patients for discharge",97,,04/01/2024,03/31/2025
WA,O_COMP_3_YS_S,"Patients who reported that staff ""somewhat"" gave them written information and prepared them for recovery","Facility and staff ""somewhat"" prepared patients for discharge",2,,04/01/2024,03/31/2025
WA,O_PATIENT_RATE_0_6_S,Patients who gave their facility a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",3,,04/01/2024,03/31/2025
WA,O_PATIENT_RATE_7_8_S,Patients who gave their facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",13,,04/01/2024,03/31/2025
WA,O_PATIENT_RATE_9_10_S,Patients who gave their facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",84,,04/01/2024,03/31/2025
WA,O_PATIENT_REC_NPD_S,"Patients who reported NO, they would probably or definitely not recommend the facility","Patients would ""probably not"" or ""definitely not"" recommend the facility",3,,04/01/2024,03/31/2025
WA,O_PATIENT_REC_YD_S,"Patients who reported YES, they would definitely recommend the facility","Patients would ""definitely"" recommend the facility",82,,04/01/2024,03/31/2025
WA,O_PATIENT_REC_YP_S,"Patients who reported YES, they would probably recommend the facility","Patients would ""probably"" recommend the facility",15,,04/01/2024,03/31/2025
WI,O_COMP_1_N_S,"Patients who reported that the facility was ""not"" clean, and staff were ""not"" helpful and respectful","Facility was ""not"" clean and staff were ""not"" helpful and respectful",0,,04/01/2024,03/31/2025
WI,O_COMP_1_YD_S,"Patients who reported that ""definitely"" the facility was clean, and staff were helpful and respectful","Facility was ""definitely"" clean and staff were ""definitely"" helpful and respectful",98,,04/01/2024,03/31/2025
WI,O_COMP_1_YS_S,"Patients who reported ""somewhat"" that the facility was clean, and staff were helpful and respectful","Facility was ""somewhat"" clean and staff were ""somewhat"" helpful and respectful",2,,04/01/2024,03/31/2025
WI,O_COMP_2_N_S,"Patients who reported that staff ""did not"" give them clear and complete information about their procedure","Facility and staff ""did not"" communicate well to the patient about their procedure",1,,04/01/2024,03/31/2025
WI,O_COMP_2_YD_S,"Patients who reported that staff ""definitely"" gave them clear and complete information about their procedure","Facility and staff ""definitely"" communicated well to the patient about their procedure",93,,04/01/2024,03/31/2025
WI,O_COMP_2_YS_S,"Patients who reported that staff ""somewhat"" gave them clear and complete information about their procedure","Facility and staff ""somewhat"" communicated well to the patient about their procedure",6,,04/01/2024,03/31/2025
WI,O_COMP_3_N_S,"Patients who reported that staff ""did not"" give them written information and prepared them for recovery","Facility and staff ""did not"" prepare patients for discharge",1,,04/01/2024,03/31/2025
WI,O_COMP_3_YD_S,"Patients who reported that staff ""definitely"" gave them written information and prepared them for recovery","Facility and staff ""definitely"" prepared patients for discharge",97,,04/01/2024,03/31/2025
WI,O_COMP_3_YS_S,"Patients who reported that staff ""somewhat"" gave them written information and prepared them for recovery","Facility and staff ""somewhat"" prepared patients for discharge",2,,04/01/2024,03/31/2025
WI,O_PATIENT_RATE_0_6_S,Patients who gave their facility a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",2,,04/01/2024,03/31/2025
WI,O_PATIENT_RATE_7_8_S,Patients who gave their facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",10,,04/01/2024,03/31/2025
WI,O_PATIENT_RATE_9_10_S,Patients who gave their facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",88,,04/01/2024,03/31/2025
WI,O_PATIENT_REC_NPD_S,"Patients who reported NO, they would probably or definitely not recommend the facility","Patients would ""probably not"" or ""definitely not"" recommend the facility",2,,04/01/2024,03/31/2025
WI,O_PATIENT_REC_YD_S,"Patients who reported YES, they would definitely recommend the facility","Patients would ""definitely"" recommend the facility",83,,04/01/2024,03/31/2025
WI,O_PATIENT_REC_YP_S,"Patients who reported YES, they would probably recommend the facility","Patients would ""probably"" recommend the facility",15,,04/01/2024,03/31/2025
WV,O_COMP_1_N_S,"Patients who reported that the facility was ""not"" clean, and staff were ""not"" helpful and respectful","Facility was ""not"" clean and staff were ""not"" helpful and respectful",0,,04/01/2024,03/31/2025
WV,O_COMP_1_YD_S,"Patients who reported that ""definitely"" the facility was clean, and staff were helpful and respectful","Facility was ""definitely"" clean and staff were ""definitely"" helpful and respectful",97,,04/01/2024,03/31/2025
WV,O_COMP_1_YS_S,"Patients who reported ""somewhat"" that the facility was clean, and staff were helpful and respectful","Facility was ""somewhat"" clean and staff were ""somewhat"" helpful and respectful",3,,04/01/2024,03/31/2025
WV,O_COMP_2_N_S,"Patients who reported that staff ""did not"" give them clear and complete information about their procedure","Facility and staff ""did not"" communicate well to the patient about their procedure",1,,04/01/2024,03/31/2025
WV,O_COMP_2_YD_S,"Patients who reported that staff ""definitely"" gave them clear and complete information about their procedure","Facility and staff ""definitely"" communicated well to the patient about their procedure",92,,04/01/2024,03/31/2025
WV,O_COMP_2_YS_S,"Patients who reported that staff ""somewhat"" gave them clear and complete information about their procedure","Facility and staff ""somewhat"" communicated well to the patient about their procedure",7,,04/01/2024,03/31/2025
WV,O_COMP_3_N_S,"Patients who reported that staff ""did not"" give them written information and prepared them for recovery","Facility and staff ""did not"" prepare patients for discharge",2,,04/01/2024,03/31/2025
WV,O_COMP_3_YD_S,"Patients who reported that staff ""definitely"" gave them written information and prepared them for recovery","Facility and staff ""definitely"" prepared patients for discharge",96,,04/01/2024,03/31/2025
WV,O_COMP_3_YS_S,"Patients who reported that staff ""somewhat"" gave them written information and prepared them for recovery","Facility and staff ""somewhat"" prepared patients for discharge",2,,04/01/2024,03/31/2025
WV,O_PATIENT_RATE_0_6_S,Patients who gave their facility a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",3,,04/01/2024,03/31/2025
WV,O_PATIENT_RATE_7_8_S,Patients who gave their facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",14,,04/01/2024,03/31/2025
WV,O_PATIENT_RATE_9_10_S,Patients who gave their facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",83,,04/01/2024,03/31/2025
WV,O_PATIENT_REC_NPD_S,"Patients who reported NO, they would probably or definitely not recommend the facility","Patients would ""probably not"" or ""definitely not"" recommend the facility",2,,04/01/2024,03/31/2025
WV,O_PATIENT_REC_YD_S,"Patients who reported YES, they would definitely recommend the facility","Patients would ""definitely"" recommend the facility",79,,04/01/2024,03/31/2025
WV,O_PATIENT_REC_YP_S,"Patients who reported YES, they would probably recommend the facility","Patients would ""probably"" recommend the facility",19,,04/01/2024,03/31/2025
WY,O_COMP_1_N_S,"Patients who reported that the facility was ""not"" clean, and staff were ""not"" helpful and respectful","Facility was ""not"" clean and staff were ""not"" helpful and respectful",0,,04/01/2024,03/31/2025
WY,O_COMP_1_YD_S,"Patients who reported that ""definitely"" the facility was clean, and staff were helpful and respectful","Facility was ""definitely"" clean and staff were ""definitely"" helpful and respectful",97,,04/01/2024,03/31/2025
WY,O_COMP_1_YS_S,"Patients who reported ""somewhat"" that the facility was clean, and staff were helpful and respectful","Facility was ""somewhat"" clean and staff were ""somewhat"" helpful and respectful",3,,04/01/2024,03/31/2025
WY,O_COMP_2_N_S,"Patients who reported that staff ""did not"" give them clear and complete information about their procedure","Facility and staff ""did not"" communicate well to the patient about their procedure",2,,04/01/2024,03/31/2025
WY,O_COMP_2_YD_S,"Patients who reported that staff ""definitely"" gave them clear and complete information about their procedure","Facility and staff ""definitely"" communicated well to the patient about their procedure",92,,04/01/2024,03/31/2025
WY,O_COMP_2_YS_S,"Patients who reported that staff ""somewhat"" gave them clear and complete information about their procedure","Facility and staff ""somewhat"" communicated well to the patient about their procedure",6,,04/01/2024,03/31/2025
WY,O_COMP_3_N_S,"Patients who reported that staff ""did not"" give them written information and prepared them for recovery","Facility and staff ""did not"" prepare patients for discharge",2,,04/01/2024,03/31/2025
WY,O_COMP_3_YD_S,"Patients who reported that staff ""definitely"" gave them written information and prepared them for recovery","Facility and staff ""definitely"" prepared patients for discharge",97,,04/01/2024,03/31/2025
WY,O_COMP_3_YS_S,"Patients who reported that staff ""somewhat"" gave them written information and prepared them for recovery","Facility and staff ""somewhat"" prepared patients for discharge",1,,04/01/2024,03/31/2025
WY,O_PATIENT_RATE_0_6_S,Patients who gave their facility a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",3,,04/01/2024,03/31/2025
WY,O_PATIENT_RATE_7_8_S,Patients who gave their facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",15,,04/01/2024,03/31/2025
WY,O_PATIENT_RATE_9_10_S,Patients who gave their facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",82,,04/01/2024,03/31/2025
WY,O_PATIENT_REC_NPD_S,"Patients who reported NO, they would probably or definitely not recommend the facility","Patients would ""probably not"" or ""definitely not"" recommend the facility",2,,04/01/2024,03/31/2025
WY,O_PATIENT_REC_YD_S,"Patients who reported YES, they would definitely recommend the facility","Patients would ""definitely"" recommend the facility",76,,04/01/2024,03/31/2025
WY,O_PATIENT_REC_YP_S,"Patients who reported YES, they would probably recommend the facility","Patients would ""probably"" recommend the facility",22,,04/01/2024,03/31/2025
